MAKE,MODEL,GRADE,CHASSIS NO,STOCK_ID,COLOUR,IMAGE_URL,ENGINE CC,MILEAGE,YEAR/MONTH,LOCATION,PRICE,FEATURES,YEAR,MAKE_MODEL
TOYOTA,PROBOX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",03264,03264,SILVER,,1500,160765,201805.0,NAIROBI,0,,2018,TOYOTA PROBOX
NISSAN,NV200,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",30099,30099,WHITE,,1600,116256,201811.0,MOMBASA,0,,2018,NISSAN NV200
TOYOTA,VOXY,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",36651,36651,PEARL,,2000,133607,201806.0,NAIROBI,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, FOG LIGHTS, DAYTIME RUNNING LED, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, SIDE MIRROR INDICATORS, 12V ADAPTOR, USB PORT, CUP HOLDER, TRACTION CONTROL, 5 DOOR, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, LEATHER SEATS, ECO MODE, POWER SLIDING PASSENGER DOOR, 7 SEATER",2018,TOYOTA VOXY
SUBARU,OUTBACK,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",49656,49656,WHITE,,2500,107200,201808.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, POWER BOOT, ROOF RAILS, FOG LIGHTS, DAYTIME RUNNING LED, POWER SEATS, ELECTRIC HANDBRAKE, PADDLE SHIFTERS, DRIVING MODE SELECTOR, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, MEMORY SEATS, 12V ADAPTOR, USB PORT, CUP HOLDER, HEATED STEERING WHEEL, LED HEADLIGHTS, TRACTION CONTROL, 5 SEATER, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, LEATHER SEATS, 4 DOORS, HEATED SEATS, EYESIGHT SENSORS",2018,SUBARU OUTBACK
MISTUBISHI,OUTLANDER,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",07748,07748,BLACK,,2000,48758,201807.0,MOMBASA,0,,2018,MISTUBISHI OUTLANDER
TOYOTA,AXIO,N/A,87787,87787,BLACK,,1500,83475,201807.0,MOMBASA,0,,2018,TOYOTA AXIO
TOYOTA,LANDCRUSIER,N/A,68836,68836,BLACK,,3500,17630,202301.0,,0,,2023,TOYOTA LANDCRUSIER
TOYOTA,PASSO,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",50317,50317,BROWN,,1000,10968,201911.0,,0,,2019,TOYOTA PASSO
TOYOTA,VITZ,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",27703,27703,NAVY BLUE,,1000,70512,201912.0,,0,,2019,TOYOTA VITZ
TOYOTA,RAIZE,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",05026,05026,BLACK,,1000,64314,201911.0,,0,,2019,TOYOTA RAIZE
TOYOTA,PRADO,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",84483,84483,PEARL,,2700,92304,201802.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, FOG LIGHTS, DAYTIME RUNNING LED, POWER SUNROOF, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, 12V ADAPTOR, USB PORT, CUP HOLDER, LED HEADLIGHTS, TRACTION CONTROL, 5 DOOR, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, LEATHER SEATS, DRIVER'S ARMREST WITH STORAGE, REVERSE CAMERA, 7 SEATER, REVERSE WARNING BUZZER, 4WD, PARKING SENSORS",2018,TOYOTA PRADO
TOYOTA,SIENTA,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",02577,02577,PEARL,,1500,113716,201803.0,MOMBASA,0,,2018,TOYOTA SIENTA
TOYOTA,PASSO,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",28259,28259,ORANGE,,1000,107807,201909.0,,0,,2019,TOYOTA PASSO
TOYOTA,RAV4,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",16547,16547,GREEN,,2000,110843,202002.0,,0,,2020,TOYOTA RAV4
MITSUBISHI FUSO,FIGHTER,N/A,00229,00229,BLACK,,7540,460525,201803.0,MOMBASA,0,,2018,MITSUBISHI FUSO FIGHTER
NISSAN,X-TRAIL,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",85917,85917,PEARL,,2000,78771,201809.0,NAIROBI,0,,2018,NISSAN X-TRAIL
LEXUS,LX570,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",79382,79382,BLACK,,5700,74817,201807.0,MOMBASA,0,,2018,LEXUS LX570
TOYOTA,PROBOX,N/A,09395,09395,WHITE,,1500,142204,201808.0,MOMBASA,0,,2018,TOYOTA PROBOX
TOYOTA,SUCCEED,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",11601,11601,SILVER,,1500,92465,201909.0,MOMBASA,0,,2019,TOYOTA SUCCEED
LEXUS,RX450,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",02283,02283,PEARL,,3500,104168,201809.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, POWER BOOT, FOG LIGHTS, DAYTIME RUNNING LED, POWER SEATS, POWER SUNROOF, ELECTRIC HANDBRAKE, DRIVING MODE SELECTOR, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, MEMORY SEATS, 12V ADAPTOR, USB PORT, CUP HOLDER, POWER PANORAMIC SUNROOF, HEATED STEERING WHEEL, HEATED /COOLED SEATS, LED HEADLIGHTS, TRACTION CONTROL, 5 DOOR, LEXUS FLOOR CARPET, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, LEATHER SEATS, ECO MODE, HYBRID, 7 SEATER",2018,LEXUS RX450
BMW,740I,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",32174,32174,PEARL,,3000,15674,202312.0,,0,,2023,BMW 740I
TOYOTA,TANK,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",40005,40005,PEARL,,1000,112414,201809.0,MOMBASA,0,,2018,TOYOTA TANK
AUDI,Q7,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",28170,28170,GREY,,3000,98921,201811.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, MULTIMEDIA CENTRE CONSOLE, ALLOY RIMS, POWER BOOT, DAYTIME RUNNING LED, POWER SEATS, ELECTRIC HANDBRAKE, DRIVING MODE SELECTOR, ABS, PARKING SENSORS & CAMERAS, MEMORY SEATS, USB PORT, CUP HOLDER, DIGITAL DISPLAY, LED HEADLIGHTS, TRACTION CONTROL, 5 DOOR, PUSH  TO START, MULTI FUNCTIONAL STEERING, FULL DIGITAL CLUSTER METER, CRUISE CONTROL, POWER TAILGATE, LEATHER SEATS, 7 SEATER, HEATED SEATS, FRONT AND REAR HEATED SEATS",2018,AUDI Q7
TOYOTA,PROBOX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",25593,25593,NAVY BLUE,,1500,107108,202010.0,,0,,2020,TOYOTA PROBOX
TOYOTA,PROBOX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",33924,33924,WHITE,,1500,82703,201910.0,MOMBASA,0,,2019,TOYOTA PROBOX
MERCEDEZ BENZ,E200,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",93550,93550,BLACK,,2000,90311,201809.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, MULTIMEDIA CENTRE CONSOLE, ALLOY RIMS, POWER BOOT, DAYTIME RUNNING LED, POWER SEATS, ELECTRIC HANDBRAKE, PADDLE SHIFTERS, DRIVING MODE SELECTOR, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, MEMORY SEATS, CUP HOLDER, POWER PANORAMIC SUNROOF, LED HEADLIGHTS, TRACTION CONTROL, 5 DOOR, 5 SEATER, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, LEATHER SEATS, 4 DOORS, HEATED SEATS, STEERING ASSIST",2018,MERCEDEZ BENZ E200
MERCEDEZ BENZ,GLE53,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",97864,97864,PEARL,,3000,68442,202007.0,MOMBASA,0,,2020,MERCEDEZ BENZ GLE53
LANDROVER,VOQUE,N/A,13589,13589,WHITE,,3000,83952,201810.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, POWER BOOT, FOG LIGHTS, DAYTIME RUNNING LED, POWER SEATS, ELECTRIC HANDBRAKE, PADDLE SHIFTERS, DRIVING MODE SELECTOR, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, MEMORY SEATS, CUP HOLDER, POWER PANORAMIC SUNROOF, HEATED STEERING WHEEL, HEATED /COOLED SEATS, HEIGHT CONTROL, DIGITAL DISPLAY, LED HEADLIGHTS, TRACTION CONTROL, 5 SEATER, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, SOFT DOOR CLOSE, LEATHER SEATS, 4 DOORS, 4WD",2018,LANDROVER VOQUE
TOYOTA,HARRIER,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",47576,47576,BLACK,,2000,111030,201803.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, FOG LIGHTS, DAYTIME RUNNING LED, POWER SEATS, ELECTRIC HANDBRAKE, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, SIDE MIRROR INDICATORS, CUP HOLDER, POWER PANORAMIC SUNROOF, LED HEADLIGHTS, TRACTION CONTROL, 5 DOOR, 5 SEATER, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, DRIVER'S ARMREST WITH STORAGE, ECO MODE, HALF LEATHER SEATS",2018,TOYOTA HARRIER
LEXUS,RX450,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",16991,16991,BLACK,,3500,102903,201811.0,NAIROBI,0,,2018,LEXUS RX450
TOYOTA,HILUX,"{'grade_uuid': 'b2459735-7c25-4e0e-a859-ebb2047f6b7b', 'grade': 'TRD'}",01768,01768,BLACK,,2400,100055,201802.0,MOMBASA,0,,2018,TOYOTA HILUX
TOYOTA,HARRIER,N/A,65385,65385,BLUE,,2500,107800,201905.0,,0,,2019,TOYOTA HARRIER
MISTUBISHI,OUTLANDER,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",05727,05727,PEARL,,2400,117655,201906.0,,0,,2019,MISTUBISHI OUTLANDER
TOYOTA,SIENTA,"{'grade_uuid': 'c42958c6-e1ff-41a9-8e35-05841fba0dcf', 'grade': 'Normal'}",73114,73114,GREEN,,1500,100319,201810.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, DAYTIME RUNNING LED, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, CUP HOLDER, TRACTION CONTROL, 5 DOOR, PUSH  TO START, FABRIC SEATS, POWER SLIDING PASSENGER DOOR, 7 SEATER",2018,TOYOTA SIENTA
TOYOTA,VITZ,N/A,82280,82280,GREY,,1300,30131,201802.0,MOMBASA,0,,2018,TOYOTA VITZ
TOYOTA,AXIO,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",71063,71063,BEIGE,,1500,23345,201905.0,MOMBASA,0,,2019,TOYOTA AXIO
TOYOTA,FIELDER,N/A,96500,96500,SILVER,,1500,96575,201810.0,MOMBASA,0,,2018,TOYOTA FIELDER
NISSAN,MARCH,"{'grade_uuid': 'f3acbeb7-43dd-4141-a6ab-e6023c8e711d', 'grade': 'Nismo'}",30867,30867,WHITE,,1200,117112,201903.0,MOMBASA,0,,2019,NISSAN MARCH
MITSUBISHI FUSO,CANTER,N/A,70314,70314,WHITE & SILVER,,3000,216451,201803.0,MOMBASA,0,,2018,MITSUBISHI FUSO CANTER
TOYOTA,SUCCEED,N/A,06946,06946,L.GREEN,,1500,123522,201905.0,,0,,2019,TOYOTA SUCCEED
TOYOTA,HIACE,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",41014,41014,WHITE,,2000,215765,201909.0,,0,,2019,TOYOTA HIACE
SUBARU,OUTBACK,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",53001,53001,SILVER,,2500,138719,201812.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, POWER BOOT, ROOF RAILS, FOG LIGHTS, DAYTIME RUNNING LED, POWER SEATS, ELECTRIC HANDBRAKE, PADDLE SHIFTERS, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, MEMORY SEATS, 12V ADAPTOR, USB PORT, CUP HOLDER, HEATED STEERING WHEEL, LED HEADLIGHTS, TRACTION CONTROL, 5 SEATER, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, 4 DOORS, HEATED SEATS, HALF LEATHER SEATS, EYESIGHT SENSORS",2018,SUBARU OUTBACK
TOYOTA,FIELDER,N/A,76608,76608,WHITE,,1500,134944,201804.0,MOMBASA,0,,2018,TOYOTA FIELDER
TOYOTA,PRADO,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",63044,63044,BLACK,,2800,22299,,NAIROBI,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, ROOF RAILS, COOLER BOX, FOG LIGHTS, DAYTIME RUNNING LED, POWER SEATS, POWER SUNROOF, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, MEMORY SEATS, 12V ADAPTOR, USB PORT, CUP HOLDER, HEATED /COOLED SEATS, HEIGHT CONTROL, LED HEADLIGHTS, TRACTION CONTROL, 5 DOOR, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, LEATHER SEATS, DRIVER'S ARMREST WITH STORAGE, REVERSE CAMERA, 7 SEATER, REVERSE WARNING BUZZER, REAR PASSENGER ENTERTAINMENT SCREEN, 4WD, DOWNHILL ASSIST CONTROL, FRONT AND REAR HEATED SEATS",2020,TOYOTA PRADO
TOYOTA,PRADO,N/A,65064,65064,BROWN,,2800,0,,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, FOG LIGHTS, DAYTIME RUNNING LED, POWER SUNROOF, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, MEMORY SEATS, 12V ADAPTOR, USB PORT, CUP HOLDER, HEATED /COOLED SEATS, HEIGHT CONTROL, LED HEADLIGHTS, TRACTION CONTROL, 5 DOOR, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, LEATHER SEATS, FABRIC SEATS, DRIVER'S ARMREST WITH STORAGE, REVERSE CAMERA, 7 SEATER, REVERSE WARNING BUZZER, 4WD, DOWNHILL ASSIST CONTROL, COOLER BOX, REAR PASSENGER ENTERTAINMENT SCREEN, FRONT AND REAR HEATED SEATS",2020,TOYOTA PRADO
TOYOTA,HILUX,N/A,17623,17623,BLACK,,2800,0,,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, FOG LIGHTS, DAYTIME RUNNING LED, ABS, SIDE MIRROR INDICATORS, 12V ADAPTOR, CUP HOLDER, RADIO, TRACTION CONTROL, 5 SEATER, PUSH  TO START, SIDE STEPS, CRUISE CONTROL, FABRIC SEATS, DRIVER'S ARMREST WITH STORAGE, 4 DOORS, HEATED SEATS, 4WD, DOWNHILL ASSIST CONTROL",2019,TOYOTA HILUX
TOYOTA,HIACE,"{'grade_uuid': 'a07ed516-589b-4a97-ade8-eec0234a6c5e', 'grade': 'AMBULANCE'}",02181,02181,WHITE,,2800,0,,MOMBASA,0,"POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, KEY START, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, FABRIC SEATS, SIREN, VAN, MANUAL SLIDING PASSENGER DOOR, PASSENGER SLIDING DOOR, MANUAL SEATS CONTROL, CLIMATE CONTROL SETTINGS, ACTIVE BRAKING SYSTEM, VOICE COMMAND MODE",2019,TOYOTA HIACE
TOYOTA,HIACE,N/A,31529,31529,WHITE,,2982,66720,201812.0,KISUMU,0,,2018,TOYOTA HIACE
TOYOTA,LANDCRUSIER,N/A,61684,61684,WHITE,,3340,1352,,MOMBASA,0,,2023,TOYOTA LANDCRUSIER
TOYOTA,LANDCRUSIER,N/A,63366,63366,WHITE,,3340,3422,,MOMBASA,0,,2023,TOYOTA LANDCRUSIER
MERCEDEZ BENZ,GLE350D,N/A,09014,09014,WHITE,,2980,47529,201806.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, POWER BOOT, ROOF RAILS, DAYTIME RUNNING LED, POWER SEATS, ELECTRIC HANDBRAKE, DRIVING MODE SELECTOR, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, MEMORY SEATS, USB PORT, CUP HOLDER, POWER PANORAMIC SUNROOF, BURMESTER HIGH-END 3D SORROUND SYSTEM, LED HEADLIGHTS, TRACTION CONTROL, 5 DOOR, 5 SEATER, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, LEATHER SEATS, DUAL ZONE CLIMATE CONTROL, HEATED SEATS",2018,MERCEDEZ BENZ GLE350D
HONDA,FREED,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",16719,16719,PEARL,,1500,157636,201903.0,,0,,2019,HONDA FREED
HONDA,FIT,N/A,34266,34266,SILVER,,1500,111436,201810.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, SIDE MIRROR INDICATORS, TRACTION CONTROL, 5 SEATER, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, FABRIC SEATS, HYBRID, 4 DOORS",2018,HONDA FIT
NISSAN,NOTE,"{'grade_uuid': 'a07ed516-50d3-40a4-94cf-43c2b2eccc35', 'grade': 'NISMO'}",63493,63493,SILVER,,1200,85965,201804.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, FOG LIGHTS, DAYTIME RUNNING LED, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, SIDE MIRROR INDICATORS, CUP HOLDER, RADIO, TRACTION CONTROL, 5 DOOR, 5 SEATER, PUSH  TO START, FABRIC SEATS, HYBRID, 1 ZONE CLIMATE CONTROL, MANUAL SEATS CONTROL",2018,NISSAN NOTE
TOYOTA,SUCCEED,N/A,13943,13943,BLUE,,1500,145747,201810.0,MOMBASA,0,"POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, MULTIMEDIA CENTRE CONSOLE, KEY START, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, 12V ADAPTOR, CUP HOLDER, 5 DOOR, 5 SEATER, AC CHARGER ADAPTER, FABRIC SEATS, 4 POWER WINDOWS",2018,TOYOTA SUCCEED
TOYOTA,PROBOX,N/A,12822,12822,SILVER,,1500,142966,201810.0,MOMBASA,0,,2018,TOYOTA PROBOX
TOYOTA,RAIZE,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",12322,12322,PEARL,,1000,65991,201912.0,MOMBASA,0,,2019,TOYOTA RAIZE
TOYOTA,VITZ,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",39205,39205,PEARL,,1500,12224,201807.0,MOMBASA,0,,2018,TOYOTA VITZ
TOYOTA,FJCRUSIER,N/A,37728,37728,BEIGE,,4000,102091,201801.0,MOMBASA,0,"POWER DOOR LOCKS, POWER WINDOW, POWER STEERING, ALLOY RIMS, FOG LIGHTS, KEY START, ABS, 5 DOOR, 5 SEATER, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, FABRIC SEATS",2018,TOYOTA FJCRUSIER
TOYOTA,LANDCRUSIER,N/A,45740,45740,BLACK,,3300,13770,202303.0,,0,,2023,TOYOTA LANDCRUSIER
TOYOTA,VITZ,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",44983,44983,PEARL,,1000,132363,201809.0,NAIROBI,0,,2018,TOYOTA VITZ
TOYOTA,HARRIER,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",07481,07481,BLACK,,2000,53800,201804.0,NAIROBI,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, POWER BOOT, FOG LIGHTS, DAYTIME RUNNING LED, ELECTRIC HANDBRAKE, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, 12V ADAPTOR, CUP HOLDER, POWER PANORAMIC SUNROOF, TRACTION CONTROL, 5 DOOR, 5 SEATER, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, DRIVER'S ARMREST WITH STORAGE, ECO MODE, HALF LEATHER SEATS",2018,TOYOTA HARRIER
TOYOTA,ALPHARD,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",79004,79004,PEARL,,2500,95182,201909.0,,0,,2019,TOYOTA ALPHARD
TOYOTA,LANDCRUISER 250,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",14041,14041,BLACK,,2800,10627,202411.0,,0,,2024,TOYOTA LANDCRUISER 250
TOYOTA,VITZ,N/A,40378,40378,WHITE,,1500,94146,201808.0,KISUMU,0,,2018,TOYOTA VITZ
PORSCHE,CAYENNE,N/A,89495,89495,BLACK,,4000,91284,202003.0,JAPAN,0,,2020,PORSCHE CAYENNE
SUBARU,FORESTER,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",17059,17059,SILVER,,2000,105050,201802.0,MOMBASA,0,,2018,SUBARU FORESTER
SUZUKI,WAGON R,N/A,90008,90008,BROWN,,660,132500,201802.0,NAIROBI,0,,2018,SUZUKI WAGON R
TOYOTA,PROBOX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",11111,11111,WHITE,,1500,152650,201809.0,NAIROBI,0,"POWER SIDE MIRRORS, POWER STEERING, KEY START, 12V ADAPTOR, CUP HOLDER, RADIO, 5 DOOR, 5 SEATER, FABRIC SEATS, 2ND ROW BENCH SEAT, MANUAL SEATS CONTROL, 1 POWER WINDOW",2018,TOYOTA PROBOX
SUBARU,IMPREZA,N/A,04817,04817,SILVER,,1600,98236,201810.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, FOG LIGHTS, DAYTIME RUNNING LED, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, TRACTION CONTROL, 5 SEATER, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, FABRIC SEATS, 4 DOORS",2018,SUBARU IMPREZA
TOYOTA,HARRIER,N/A,47106,47106,BLACK,,2000,68790,201803.0,NAIROBI,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, POWER BOOT, FOG LIGHTS, DAYTIME RUNNING LED, POWER SEATS, ELECTRIC HANDBRAKE, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, 12V ADAPTOR, USB PORT, CUP HOLDER, POWER PANORAMIC SUNROOF, TRACTION CONTROL, 5 DOOR, 5 SEATER, PUSH  TO START, DRIVER'S ARMREST WITH STORAGE, HALF LEATHER SEATS",2018,TOYOTA HARRIER
